NPS Classification;Country;Region;Reason 1;Reason 2;Reason 3;NPS;Comentário
Detractor;BR;SP;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Todos est?o falando sobre a 99 de forma negativa;Oferece poucas informa??es do passageiro;0;Os passageiros entram no carro e colocam os em qualquer lugar do carro no suporte do freio de m?o pedi p?? da correr fazer retorno proibido etc...\n
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;Oferece poucas informa??es do passageiro;5;Na minha opini?o e injusto ser bloqueado por que o motorista cancela uma corrida ou n?o aceita a corrida , muitas vezes s?o ??reas de riscos e passageiros com outro nome do que esta no aplicativo , isso ?? um risco pra n??s motorista .
Detractor;BR;SP;N?o se importa com o motorista parceiro;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;5;Aumentar os valores das corridas, aumentar incentivos e pagar taxa de deslocamento independentemente \nSe o motorista cancelar ou o passageiro.
Neutral;BR;SP;N?o mostra o local de embarque e desembarque com precis?o;Os ganhos s?o poucos e inst??veis;;7;
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;7;Ainda acho o valor cobrado do cliente muito baixo,as nossas despesas n?o param de subir e a taxa de vcs continuam a mesma.. combust??vel est?? muito alto.. obrigado
Neutral;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;Os ganhos s?o poucos e inst??veis;;8;Poderiam deixar s?? viagens em cart?es, daria mais seguran?a ao passageiros\nE mostrar o local pra onde o passageiro vai antes de aceitar a viajem
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;Todos est?o falando sobre a 99 de forma negativa;3;Indiquei um amigo e a 99 nao pago
Detractor;BR;SP;Muitos dos motoristas parceiros desistem da 99;;;5;Muitas horas on LINE e n?o toca
Neutral;BR;SP;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;;;8;Completei uma viagem o ano passado com 99 at?? hoje estou esperando esse dinheiro cair na minha conta 63,00
Neutral;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;;;8;
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;Oferece poucas informa??es do passageiro;8;Passageiros mau umurados, mau educados conseguem rebaixar a nota do motorista,ISSO ?  MUITO DIF?CIL MANTER UMA BOA NOTA.
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;Oferece poucas informa??es do passageiro;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;8;Poderia mostrar a ??rea de rod??zio no mapa, e evitar que o motorista parceiro receba corridas para essa ??rea nos seus dias de rod??zio restringindo sua ??rea de atendimento conforme sua placa. Tamb??m poderia ter uma taxa extra para passageiros que fazem compra em mercado e usam o porta-malas.
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;Muitas corridas iniciam ou se encerram em ??reas de risco;Oferece poucas informa??es do passageiro;8;
Detractor;BR;SP;N?o tem regras justas;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Oferece poucas informa??es do passageiro;6;
Detractor;BR;SP;N?o se importa com o motorista parceiro;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;Os ganhos s?o poucos e inst??veis;0;As corridas s?o invi??veis,  muitos km pra buscar o passageiro e o percurso com o passageiro ?? menor.
Neutral;BR;SP;N?o mostra o local de embarque e desembarque com precis?o;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;Os ganhos s?o poucos e inst??veis;8;
Detractor;BR;SP;O aplicativo n?o atende minhas necessidades de trabalho;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;0;J?? trabalho a um bom tempo na planta forma ?? nada ?? ajustado temos custos altos o app continua dando cliente longe pra buscar que n?o vale a pena n?o t reajuste nas corridas tem muito motorista mais nem tantos bons profissionais por ter tantos n?o estais sendo algo rent??vel o app n?o toca mais como antes combust??vel alto se damos o conforto de passar o d??bito no carro teria que ser cobrado uma taxa maior sobre isso coisa que n?o ?? corridas m??nimas teria que passar no m??nimo para dez reais
Neutral;BR;SP;Oferece poucas informa??es do passageiro;Os ganhos s?o poucos e inst??veis;As ferramentas de seguran?a n?o ajudam com uma viagem segura;7;Precis?o s??ber os valores das corridas o combust??vel almetou muito e as corridas continua mesmo valor
Detractor;BR;SP;Oferece poucas informa??es do passageiro;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Os ganhos s?o poucos e inst??veis;4;Quando estamos na madrugada e o passageiro n?o aparece em 1 minuto, cancelo e nada recebo, mas s?o lugares ermos, gostaria de bom senso do app
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;N?o se importa com o motorista parceiro;4;Acredito que a 99 se importa mais com os passageiros motorista s?o apenas um meio n?o t?o importante, passageiros falam como querem, sujam o carro e o carro tem que estar impec??vel, taxas alt??ssimas, dividem apenas os lucros preju??zos ficam por conta do motorista, multa, batida, combust??vel isso ningu??m divide, assim ?? f??cil crescer e deixar o motorista como lado mais fraco do elo sempre, teria muito mais para falar mais paro por aqui porque se for falar tudo ficarei pelo menos 2 dias escrevendo
Neutral;BR;SP;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Os ganhos s?o poucos e inst??veis;N?o se importa com o motorista parceiro;7;Eu gosto de trabalha na 99 mas tem hora q trabalhamos e vemos que n?o rende nosso dinheiro na 99 s?? esse coment??rio ....
Neutral;BR;SP;As rotas de viagem s?o perigosas;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Oferece poucas informa??es do passageiro;7;O motorista que deveria definir se a ??rea ?? de risco ou n?o..\nO aplicativo que determina e com isso cancelando a corrida nossa taxa de desempenho cai
Neutral;BR;SP;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;Oferece poucas informa??es do passageiro;;7;Qual aplicativo deixa a desejar em algumas coisas como por exemplo corridas muito distantes ??s vezes voc?? anda 3 ,4 km para o cliente andar 2 km al??m do valor das corridas est?? muito baixo com valor absurdo que t?? o combust??vel motorista n?o ganha nada.
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;;;7;
Neutral;BR;SP;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o se importa com o motorista parceiro;N?o tem regras justas;8;Boa tarde 99 o motorista n?o pode ser punido por qual motivo precisa tem uma considera??o melhor um erro n?o justifica todo resto de bom !!!\nMotorista com notas melhores ter prefer??ncia nos aeroportos !!!\nTermos direito de defesa n?o ?? s??  o lado do passageiro tamb??m ouvir o motorista muito obrigado!!!
Neutral;BR;SP;As ferramentas de seguran?a n?o ajudam com uma viagem segura;As rotas de viagem s?o perigosas;Oferece poucas informa??es do passageiro;8;
Neutral;BR;SP;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;;;8;
Neutral;BR;SP;Oferece poucas informa??es do passageiro;N?o mostra o local de embarque e desembarque com precis?o;Muitas corridas iniciam ou se encerram em ??reas de risco;7;
Detractor;BR;SP;N?o tem regras justas;;;5;Assim como a uber a 99 poderia oferecer ao passageiro a op??o de deixa para pagar na pr??xima viagem pois isso seria at?? mesmo mais seguro para o motorista e mais confort??vel para o passageiro... Assim 1 vez que o passageiro n?o pagou a corrida ficar?? pendente no App dele ... N?o havendo motivos do motorista receber uma reclama??o...
Neutral;BR;SP;Oferece poucas informa??es do passageiro;As rotas de viagem s?o perigosas;Muitas corridas iniciam ou se encerram em ??reas de risco;8;N?o ter um um suporte quando passageiros se recusam a pagar a viagem
Neutral;BR;SP;N?o tem regras justas;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Os ganhos s?o poucos e inst??veis;7;
Detractor;BR;SP;N?o tem regras justas;N?o se importa com o motorista parceiro;Muitos dos motoristas parceiros desistem da 99;0;Nao e justo o q vcs fazem com os motoristas que vcs julgam parceiros nota m??xima e ainda ?? bloqueado .\nKkk palha?ada manipulados pelo sistema r??gido e n?o comportamental .gratto
Neutral;BR;SP;N?o oferece uma visualiza??o clara e correta dos meus ganhos;Muitas corridas iniciam ou se encerram em ??reas de risco;Oferece poucas informa??es do passageiro;7;Precisa urgente de colocar a foto dos passageiros para aparecer pra n??s motoristas e pedir para eles add paradas qnd querem fazer mais de uma...
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;;;8;
Neutral;BR;SP;Oferece poucas informa??es do passageiro;;;7;40% das chamadas s?o mais longo o percuso para buscar o passageiro do que o destino final , fazendo cancelar a viagem assim cai a taxa de aceita??o
Neutral;BR;SP;N?o tem regras justas;Os ganhos s?o poucos e inst??veis;;7;As corridas n?o aumentaram de pre?o desde outubro de 2019 e os combust??veis j?? tiveram 6 aumentos de pre?os nesse per??odo, n?o est?o pagando corretamente as vari??veis de quem trabalha a noite, os ganhos dos motoristas s?o poucos e ainda n?o est?o repassando corretamente as taxas de corridas que vamos, aguardamos e os passageiros(as) n?o vem, ficamos no preju??zo.
Neutral;BR;SP;? perigoso trabalhar com a 99;N?o se importa com o motorista parceiro;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;8;Vcs deveriam melhorar o atendimento ao motorista,o servi?o ?? pessimo!
Neutral;BR;SP;Os ganhos s?o poucos e inst??veis;;;7;Eu axo que no m??nimo  deveria come?ar  com 10$ qual quer corida sem esatar no din?mico pois muita das vez vai mais de uma pessoa  na viagens
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;Muitas corridas iniciam ou se encerram em ??reas de risco;5;
Detractor;BR;SP;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;N?o tem regras justas;N?o se importa com o motorista parceiro;4;Se a 99 tem a op??o de pagamento em dinheiro o passageiro tem que pagar ?? dentro do carro, muitos ao terminar a corrida fala que n?o tem dinheiro, esqueceu a carteira, que n?o vai pagar, a?? sobra para o motorista, porque a 99 N?O NOS REEMBOLSA, muitas vezes eles n?o pagam e nem ligamos porque n?o resolve nada, os atendentes parecem rob?s s?? falam a mesma coisa, n?o procuram resolver o problema.\nAt?? isso que estou escrevendo acredito que nem l??em.
Neutral;BR;SP;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;N?o tem regras justas;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;8;
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Oferece poucas informa??es do passageiro;5;Eu so gostaria de saber se pq na 99 qualquer coisa baixa o desempenho do motorista
Neutral;BR;SP;Oferece poucas informa??es do passageiro;Todos gostam da 99, n?o h?? necessidade em recomendar para outras pessoas;N?o mostra o local de embarque e desembarque com precis?o;8;
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;N?o se importa com o motorista parceiro;N?o tem regras justas;5;
Detractor;BR;SP;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Muitas corridas iniciam ou se encerram em ??reas de risco;Oferece poucas informa??es do passageiro;5;
Detractor;BR;SP;N?o tem regras justas;As ferramentas de seguran?a n?o ajudam com uma viagem segura;Oferece poucas informa??es do passageiro;6;Nao
Detractor;BR;SP;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;;;1;Estou a mais de 45 dias pra.receber meu cart?o 99 E nada ?? uma vergonha uma empresa do porte que ?? fazer isso gostaria de saber qdo vcs realmente v?o ser parceiros e as corridas s?o ruim se um dia melhorar eu irei elogiar
Neutral;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;O passageiro ?? mal-educado, atrasado, bagunceiro e destr??i o meu carro;Oferece poucas informa??es do passageiro;8;
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;? dif??cil receber meus ganhos na minha conta;N?o se importa com o motorista parceiro;6;
Neutral;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;N?o mostra o local de embarque e desembarque com precis?o;;8;Sim, voc??s precisam criar um meio de crivar a avalia??o de desempenho.\nAs vezes as corridas acabam em lugares complicados de dirigir e com riscos eminentes.\n\nSem mais
Detractor;BR;SP;N?o tem regras justas;Muitos dos motoristas parceiros desistem da 99;N?o se importa com o motorista parceiro;1;Na minha opini?o a taxa de cancelamento por o passageiro n?o vim at?? o local de embarque ou o endere?o estiver errado,deveria ser pago para o motorista porque muitos passageiros fazem isso e nois n?o recebemos nada al??m de gastar combust??vel indo at?? o local ainda somos penalizados sendo bloqueado do sistema e n?o ganhamos nada com tudo isso por favor isso tem q mudar o combust??vel aqui no Brasil esta caro e n?o tem como trabalhar desta forma
Detractor;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o se importa com o motorista parceiro;5;Melhorou bastante, mais na minha opini?o falta muito a melhorar ainda, est?? regra nova de cancelamento ?? p??ssima, onde deixa o motorista 1 dia sem trabalhar e receber seus ganhos....
Detractor;BR;SP;Os ganhos s?o poucos e inst??veis;;;6;Sobre viagem ligas, eu acabo gastando mais combust??vel, e acabo perdendo viagem pois gasto muito tempo na estrada
Neutral;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;Os ganhos s?o poucos e inst??veis;N?o tem regras justas;7;
Neutral;BR;SP;? perigoso trabalhar com a 99;;;8;Deixa um pouco a desejar em rela??o aos problemas dos motoristas, da muita raz?o aos passageiros, j?? est?? melhorando bastante ... S?? peca nessa quest?o msm !!!
Detractor;BR;SP;O aplicativo n?o atende minhas necessidades de trabalho;Os ganhos s?o poucos e inst??veis;Muitas corridas iniciam ou se encerram em ??reas de risco;6;Ao meu ver os valores pagos por corrida est?? muito baixo os combust??veis aumentaram e muito n??s ??ltimos meses e as tarifas continuam as mesmas a manuten??o do ve??culo ?? cara e n?o tem como pensar em trocar o ve??culo por um mais novo. ? preciso rever isso
Neutral;BR;SP;N?o se importa com o motorista parceiro;Oferece poucas informa??es do passageiro;Os ganhos s?o poucos e inst??veis;7;
Neutral;BR;SP;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;N?o tem regras justas;;7;Essa taxa de aceita??o de 55% ?? injusta , intimida o motorista e cria um certo v??nculo empregat??cio (bater uma meta para continuar ativo) os app vieram com a ideia de facilitar a mobilidade mas o motorista deve fazer a corrida que lhe conv??m, manuten??o e combust??vel tem altos gastos e determinadas viagens n?o s?o vi??veis na vis?o de parte dos motoristas!
Detractor;BR;SP;Oferece um p??ssimo servi?o de atendimento, dif??cil de entrar em contato;Oferece poucas informa??es do passageiro;Oferece um p??ssimo servi?o de atendimento, demora nas respostas e na solu??o;1;
Detractor;BR;SP;Muitas corridas iniciam ou se encerram em ??reas de risco;Muitos dos motoristas parceiros desistem da 99;As ferramentas de seguran?a n?o ajudam com uma viagem segura;5;
